chapter_id,chapter,topic_id,topic,type,text,text_en,choice_a,choice_b,choice_c,choice_d,answer,person_name,person_role
bab1,Bab 1: Nombor Nisbah | Chapter 1: Rational Numbers,1-1-integer,1.1 Integer | 1.1 Integers,summary,"Integer ialah nombor bulat yang mempunyai tanda positif atau negatif, termasuk sifar.","Integers are whole numbers with positive or negative signs, including zero.",,,,,,,
bab3,"Bab 3: Kuasa Dua, Punca Kuasa Dua, Kuasa Tiga dan Punca Kuasa Tiga | Chapter 3: Squares, Square Roots, Cubes and Cube Roots",3-2-kuasa-tiga,3.2 Kuasa Tiga dan Punca Kuasa Tiga | 3.2 Cubes and Cube Roots,objective,Hitung (-2)³. / Calculate (-2)³.,,,,,,-8,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,summary,Nisbah membandingkan dua atau lebih kuantiti yang mempunyai unit yang sama.,A ratio compares two or more quantities of the same unit.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,fact,Nisbah tidak mempunyai unit pengukuran.,Ratios do not have units of measurement.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,fact,Nisbah a:b boleh ditulis sebagai pecahan a/b.,The ratio a:b can be written as the fraction a/b.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,person,Menggunakan nisbah keemasan (Golden Ratio) dalam seni Bina dan matematik purba.,Used the Golden Ratio in ancient architecture and mathematics.,,,,,,Phidias,Pengarca & Jurubina / Sculptor & Architect
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,multiple_choice,Permudahkan nisbah 6 : 12. / Simplify the ratio 6 : 12.,,1 : 2,2 : 1,1 : 3,3 : 1,1 : 2,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-1-nisbah,4.1 Nisbah | 4.1 Ratios,objective,Tulis nisbah 500 g kepada 2 kg dalam bentuk termudah. / Write the ratio of 500 g to 2 kg in simplest form.,,,,,,1 : 4,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,summary,Kadar ialah perbandingan antara dua kuantiti yang mempunyai unit yang berbeza.,A rate is a comparison between two quantities with different units.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,fact,Laju (km/j) dan ketumpatan (g/cm³) ialah contoh kadar.,Speed (km/h) and density (g/cm³) are examples of rates.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,fact,Kadar unit mengukur kuantiti per satu unit kuantiti lain.,Unit rate measures the quantity per single unit of another quantity.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,person,Mendefinisikan kadar perubahan laju dan pecutan dalam hukum fizik.,Defined rates of speed change and acceleration in physical laws.,,,,,,Isaac Newton,Ahli Fizik & Matematik / Physicist & Mathematician
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,multiple_choice,Sebuah kereta bergerak 120 km dalam masa 2 jam. Berapakah lajunya? / A car travels 120 km in 2 hours. What is its speed?,,60 km/j,240 km/j,50 km/j,100 km/j,60 km/j,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-2-kadar,4.2 Kadar | 4.2 Rates,objective,"Jika RM15 dibayar untuk 3 kg epal, berapakah harga per kg? / If RM15 is paid for 3 kg of apples, what is the price per kg?",,,,,,RM5,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,summary,Kadaran ialah hubungan yang menunjukkan kesamaan antara dua nisbah atau dua kadar.,Proportion is a statement showing that two ratios or rates are equal.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,fact,"Jika a/b = c/d, maka a × d = b × c (pendaraban silang).","If a/b = c/d, then a × d = b × c (cross-multiplication).",,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,fact,Kaedah kadaran digunakan untuk menyelesaikan masalah skala dan peta.,Proportional methods are used to solve scale and map problems.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,person,Merumuskan teori kadaran geometri dalam buku V Elements.,Formulated the geometric theory of proportion in Book V of Elements.,,,,,,Eudoxus dari Cnidus,Ahli Matematik & Astronomi / Mathematician & Astronomer
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,multiple_choice,"Jika x/4 = 6/8, cari nilai x. / If x/4 = 6/8, find the value of x.",,3,4,2,6,3,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-3-kadaran,4.3 Kadaran | 4.3 Proportions,objective,Selesaikan kadaran: 2/5 = 8/y. / Solve the proportion: 2/5 = 8/y.,,,,,,20,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",summary,"Gabungan konsep nisbah, kadar, dan kadaran dalam menyelesaikan masalah kehidupan seharian.","Combining concepts of ratios, rates, and proportions to solve real-world problems.",,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",fact,Masalah penukaran mata wang menggunakan konsep kadar dan kadaran.,Currency exchange problems utilize rate and proportion concepts.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",fact,Skala pada peta diwakili oleh nisbah pemetaan.,Map scales are represented by mapping ratios.,,,,,,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",person,Mengaplikasikan nisbah dan kadaran dalam petografi dan seni bina klasik.,Applied ratios and proportions in cartography and classical architecture.,,,,,,Vitruvius,Jurubina Rom / Roman Architect
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",multiple_choice,"Jika skala peta ialah 1 : 100 000, 1 cm mewakili berapa km? / If a map scale is 1 : 100 000, 1 cm represents how many km?",,1 km,10 km,0.1 km,100 km,1 km,,
bab4,"Bab 4: Nisbah, Kadar dan Kadaran | Chapter 4: Ratios, Rates and Proportions",4-4-nisbah-kadar-kadaran,"4.4 Nisbah, Kadar dan Kadaran | 4.4 Ratios, Rates and Proportions",objective,Tukarkan 72 km/j kepada m/s. / Convert 72 km/h to m/s.,,,,,,20 m/s,,
